index,class_representation,visual_fidelity,structural_integrity,diversity,beneficial_variations,explanation,filename,class_name,real_filename
5,0.5,0.4,0.5,0.7,0.6,"The image is somewhat distorted and cartoonish, but it still resembles a cat. The visual fidelity is low due to the unrealistic look.",aug-15-4.png,cat,2011_000973.jpg
6,0.8,0.7,0.8,0.6,0.7,This image closely resembles the reference cat with slight variations in fur pattern and color. The visual fidelity and structural integrity are high.,aug-15-5.png,cat,2011_000973.jpg
7,0.8,0.7,0.8,0.6,0.7,This image closely resembles the reference cat with slight variations in fur pattern and color. The visual fidelity and structural integrity are high.,aug-15-6.png,cat,2011_000973.jpg
8,0.7,0.6,0.7,0.7,0.7,The image has a slightly different background and fur pattern but still maintains the core features of a cat. The visual fidelity is moderate.,aug-15-7.png,cat,2011_000973.jpg
9,0.6,0.5,0.6,0.7,0.6,"The image has a different background and some distortion, but it still resembles a cat. The visual fidelity is moderate.",aug-15-8.png,cat,2011_000973.jpg
10,0.4,0.3,0.4,0.7,0.5,"The image is highly distorted and cartoonish, making it less recognizable as a cat. The visual fidelity and structural integrity are low.",aug-15-9.png,cat,2011_000973.jpg
1,0.9,0.7,0.8,0.8,0.7,The chairs are clearly distinguishable and maintain the core features of the class. The visual context is different but still appropriate. Some structural details are slightly altered.,aug-17-0.png,chair,2009_000028.jpg
2,0.8,0.6,0.7,0.7,0.6,The chairs are recognizable but the visual context is less natural. The structure is mostly intact but some details are exaggerated.,aug-17-1.png,chair,2009_000028.jpg
3,0.7,0.5,0.6,0.6,0.5,The chairs are somewhat distinguishable but the visual context and structural integrity are less consistent with the reference.,aug-17-2.png,chair,2009_000028.jpg
4,0.8,0.7,0.8,0.7,0.7,The chairs maintain the core features and are in a different but appropriate context. Structural integrity is good with some beneficial variations.,aug-17-3.png,chair,2009_000028.jpg
5,0.9,0.9,0.9,0.3,0.3,"The image is very similar to the reference with high visual fidelity and structural integrity. However, it lacks diversity and beneficial variations.",aug-17-4.png,chair,2009_000028.jpg
6,0.8,0.6,0.7,0.7,0.6,The chairs are recognizable but the visual context is less natural. The structure is mostly intact but some details are exaggerated.,aug-17-5.png,chair,2009_000028.jpg
7,0.9,0.9,0.9,0.3,0.3,"The image is very similar to the reference with high visual fidelity and structural integrity. However, it lacks diversity and beneficial variations.",aug-17-6.png,chair,2009_000028.jpg
8,0.8,0.7,0.8,0.7,0.7,The chairs maintain the core features and are in a different but appropriate context. Structural integrity is good with some beneficial variations.,aug-17-7.png,chair,2009_000028.jpg
9,0.9,0.9,0.9,0.3,0.3,"The image is very similar to the reference with high visual fidelity and structural integrity. However, it lacks diversity and beneficial variations.",aug-17-8.png,chair,2009_000028.jpg
10,0.8,0.7,0.8,0.7,0.7,The chairs maintain the core features and are in a different but appropriate context. Structural integrity is good with some beneficial variations.,aug-17-9.png,chair,2009_000028.jpg
1,0.2,0.3,0.2,0.5,0.4,"The image is highly distorted and does not clearly represent a chair. The visual fidelity is low due to artifacts and unnatural appearance. There is some diversity, but the beneficial variations are minimal.",aug-16-0.png,chair,2011_002709.jpg
2,0.3,0.4,0.3,0.6,0.5,"The image has some elements that could be interpreted as chairs, but the structure is distorted. Visual fidelity is slightly better, but still not clear. Diversity and beneficial variations are moderate.",aug-16-1.png,chair,2011_002709.jpg
3,0.2,0.3,0.2,0.5,0.4,"The image is highly distorted and does not clearly represent a chair. The visual fidelity is low due to artifacts and unnatural appearance. There is some diversity, but the beneficial variations are minimal.",aug-16-2.png,chair,2011_002709.jpg
4,0.1,0.2,0.1,0.4,0.3,"The image is highly distorted and does not clearly represent a chair. The visual fidelity is low due to artifacts and unnatural appearance. There is some diversity, but the beneficial variations are minimal.",aug-16-3.png,chair,2011_002709.jpg
5,0.1,0.2,0.1,0.4,0.3,"The image is highly distorted and does not clearly represent a chair. The visual fidelity is low due to artifacts and unnatural appearance. There is some diversity, but the beneficial variations are minimal.",aug-16-4.png,chair,2011_002709.jpg
6,0.1,0.2,0.1,0.4,0.3,"The image is highly distorted and does not clearly represent a chair. The visual fidelity is low due to artifacts and unnatural appearance. There is some diversity, but the beneficial variations are minimal.",aug-16-5.png,chair,2011_002709.jpg
7,0.1,0.2,0.1,0.4,0.3,"The image is highly distorted and does not clearly represent a chair. The visual fidelity is low due to artifacts and unnatural appearance. There is some diversity, but the beneficial variations are minimal.",aug-16-6.png,chair,2011_002709.jpg
8,0.3,0.4,0.3,0.6,0.5,"The image has some elements that could be interpreted as chairs, but the structure is distorted. Visual fidelity is slightly better, but still not clear. Diversity and beneficial variations are moderate.",aug-16-7.png,chair,2011_002709.jpg
9,0.4,0.5,0.4,0.7,0.6,"The image has some elements that could be interpreted as chairs, but the structure is distorted. Visual fidelity is slightly better, but still not clear. Diversity and beneficial variations are moderate.",aug-16-8.png,chair,2011_002709.jpg
10,0.3,0.4,0.3,0.6,0.5,"The image has some elements that could be interpreted as chairs, but the structure is distorted. Visual fidelity is slightly better, but still not clear. Diversity and beneficial variations are moderate.",aug-16-9.png,chair,2011_002709.jpg
1,0.2,0.3,0.2,0.5,0.4,"The image contains multiple animals, but they are heavily distorted and do not resemble cows well. The visual quality is low, and the structure is not maintained.",aug-19-0.png,cow,2007_005797.jpg
2,0.1,0.2,0.1,0.4,0.3,"The image is highly distorted and does not resemble a cow. The visual quality is poor, and the structure is not maintained.",aug-19-1.png,cow,2007_005797.jpg
3,0.3,0.4,0.3,0.6,0.5,"The image contains animals that are somewhat distinguishable but still heavily distorted. The visual quality is slightly better, but the structure is still compromised.",aug-19-2.png,cow,2007_005797.jpg
4,0.7,0.8,0.7,0.7,0.8,"The image closely resembles the reference cow image with some variations in pose and context. The visual quality is good, and the structure is mostly maintained.",aug-19-3.png,cow,2007_005797.jpg
5,0.6,0.7,0.6,0.7,0.7,"The image resembles the reference cow image with some variations. The visual quality is decent, and the structure is mostly maintained.",aug-19-4.png,cow,2007_005797.jpg
6,0.4,0.5,0.4,0.6,0.5,"The image contains animals that are somewhat distinguishable but still distorted. The visual quality is moderate, and the structure is somewhat maintained.",aug-19-5.png,cow,2007_005797.jpg
7,0.2,0.3,0.2,0.5,0.4,"The image is highly distorted and does not resemble a cow well. The visual quality is low, and the structure is not maintained.",aug-19-6.png,cow,2007_005797.jpg
8,0.1,0.2,0.1,0.4,0.3,"The image is highly distorted and does not resemble a cow. The visual quality is poor, and the structure is not maintained.",aug-19-7.png,cow,2007_005797.jpg
9,0.3,0.4,0.3,0.6,0.5,"The image contains animals that are somewhat distinguishable but still heavily distorted. The visual quality is slightly better, but the structure is still compromised.",aug-19-8.png,cow,2007_005797.jpg
10,0.2,0.3,0.2,0.5,0.4,"The image is highly distorted and does not resemble a cow well. The visual quality is low, and the structure is not maintained.",aug-19-9.png,cow,2007_005797.jpg
1,0.2,0.5,0.3,0.7,0.6,"The image shows two animals that are not clearly cows. The fur texture and facial features are highly unusual for cows, reducing class representation and structural integrity. However, the image is clear and introduces some diversity.",aug-18-0.png,cow,2011_001653.jpg
2,0.3,0.5,0.4,0.6,0.5,"The animals in the image have some cow-like features but are still quite distorted. The fur texture and facial features are not typical of cows, affecting class representation and structural integrity. The image is clear and introduces some diversity.",aug-18-1.png,cow,2011_001653.jpg
3,0.4,0.6,0.5,0.5,0.5,"The image shows animals with some cow-like features but with unusual fur texture and facial features. The structural integrity is slightly better, but still not typical of cows. The image is clear and introduces some diversity.",aug-18-2.png,cow,2011_001653.jpg
4,0.0,0.1,0.0,0.0,0.0,"The image does not contain any animals, making it irrelevant for the cow class. The visual fidelity is poor as it is just a plain field.",aug-18-3.png,cow,2011_001653.jpg
5,0.9,0.9,0.9,0.2,0.3,"The image closely resembles the reference image with clear cow features and good structural integrity. However, it lacks diversity and beneficial variations.",aug-18-4.png,cow,2011_001653.jpg
6,0.5,0.6,0.5,0.6,0.5,The animals have some cow-like features but are distorted with unusual fur texture and facial features. The image is clear and introduces some diversity.,aug-18-5.png,cow,2011_001653.jpg
7,0.4,0.6,0.5,0.5,0.5,The animals have some cow-like features but are distorted with unusual fur texture and facial features. The image is clear and introduces some diversity.,aug-18-6.png,cow,2011_001653.jpg
8,0.5,0.6,0.5,0.5,0.5,The animals have some cow-like features but are distorted with unusual fur texture and facial features. The image is clear and introduces some diversity.,aug-18-7.png,cow,2011_001653.jpg
9,0.4,0.6,0.5,0.5,0.5,The animals have some cow-like features but are distorted with unusual fur texture and facial features. The image is clear and introduces some diversity.,aug-18-8.png,cow,2011_001653.jpg
10,0.3,0.5,0.4,0.6,0.5,The animals have some cow-like features but are distorted with unusual fur texture and facial features. The image is clear and introduces some diversity.,aug-18-9.png,cow,2011_001653.jpg
1,0.8,0.7,0.9,0.6,0.7,"The image maintains the core elements of a dining table with food and people, but the presence of a child and the different setting slightly reduce the class representation.",aug-20-0.png,dining table,2008_002960.jpg
2,0.9,0.8,0.9,0.7,0.8,"The image shows a dining table with food and people, maintaining the class representation well. The setting and people are different, adding beneficial variations.",aug-20-1.png,dining table,2008_002960.jpg
3,0.8,0.6,0.8,0.7,0.7,"The image maintains the dining table class with food and people, but the setting and lighting are different, affecting visual fidelity.",aug-20-2.png,dining table,2008_002960.jpg
4,0.7,0.6,0.8,0.7,0.7,"The image shows a dining table with food and people, but the presence of children and the different setting slightly reduce the class representation and visual fidelity.",aug-20-3.png,dining table,2008_002960.jpg
5,0.6,0.7,0.8,0.6,0.6,"The image shows a dining table with food, but the absence of people and the different setting reduce the class representation.",aug-20-4.png,dining table,2008_002960.jpg
6,0.7,0.8,0.9,0.7,0.7,"The image shows a dining table with food, maintaining the class representation well. The setting is different, adding beneficial variations.",aug-20-5.png,dining table,2008_002960.jpg
7,0.8,0.8,0.9,0.7,0.8,"The image shows a dining table with food, maintaining the class representation well. The setting and lighting are different, adding beneficial variations.",aug-20-6.png,dining table,2008_002960.jpg
8,0.9,0.8,0.9,0.7,0.8,"The image shows a dining table with food and people, maintaining the class representation well. The setting and people are different, adding beneficial variations.",aug-20-7.png,dining table,2008_002960.jpg
9,0.7,0.7,0.8,0.6,0.7,"The image shows a dining table with food, but the presence of a child and the different setting slightly reduce the class representation and visual fidelity.",aug-20-8.png,dining table,2008_002960.jpg
10,0.9,0.8,0.9,0.7,0.8,"The image shows a dining table with food and people, maintaining the class representation well. The setting and people are different, adding beneficial variations.",aug-20-9.png,dining table,2008_002960.jpg
1,1.0,0.9,1.0,0.2,0.3,"The image maintains the core semantic content and key features of a dining table. The visual fidelity is slightly lower due to lighting differences. Structural integrity is perfect. The image is very similar to the reference, with minimal beneficial variations.",aug-21-0.png,dining table,2010_002418.jpg
2,0.2,0.5,0.3,0.8,0.7,"The image does not clearly represent a dining table, focusing more on the window and outdoor view. Visual fidelity is moderate, with some artifacts. Structural integrity is low as the table is not the main focus. The image is diverse but lacks beneficial variations for the class.",aug-21-1.png,dining table,2010_002418.jpg
3,0.9,0.8,0.9,0.5,0.6,"The image maintains the core features of a dining table but with different objects on it. Visual fidelity is good, though slightly lower due to lighting. Structural integrity is high. The image introduces some diversity and beneficial variations.",aug-21-2.png,dining table,2010_002418.jpg
4,0.3,0.6,0.4,0.7,0.5,"The image focuses more on the chair and objects rather than the dining table itself. Visual fidelity is moderate, with some artifacts. Structural integrity is low as the table is not the main focus. The image is diverse but lacks beneficial variations for the class.",aug-21-3.png,dining table,2010_002418.jpg
5,0.2,0.4,0.3,0.8,0.6,"The image does not clearly represent a dining table, focusing more on the food. Visual fidelity is low due to artifacts and poor context. Structural integrity is low as the table is not the main focus. The image is diverse but lacks beneficial variations for the class.",aug-21-4.png,dining table,2010_002418.jpg
6,1.0,0.9,1.0,0.2,0.3,"The image maintains the core semantic content and key features of a dining table. The visual fidelity is slightly lower due to lighting differences. Structural integrity is perfect. The image is very similar to the reference, with minimal beneficial variations.",aug-21-5.png,dining table,2010_002418.jpg
7,0.3,0.5,0.4,0.7,0.5,"The image focuses more on the structure rather than the dining table itself. Visual fidelity is moderate, with some artifacts. Structural integrity is low as the table is not the main focus. The image is diverse but lacks beneficial variations for the class.",aug-21-6.png,dining table,2010_002418.jpg
8,0.4,0.6,0.5,0.7,0.6,"The image does not clearly represent a dining table, focusing more on the food. Visual fidelity is moderate due to artifacts and poor context. Structural integrity is low as the table is not the main focus. The image is diverse but lacks beneficial variations for the class.",aug-21-7.png,dining table,2010_002418.jpg
9,1.0,0.9,1.0,0.2,0.3,"The image maintains the core semantic content and key features of a dining table. The visual fidelity is slightly lower due to lighting differences. Structural integrity is perfect. The image is very similar to the reference, with minimal beneficial variations.",aug-21-8.png,dining table,2010_002418.jpg
10,1.0,0.9,1.0,0.2,0.3,"The image maintains the core semantic content and key features of a dining table. The visual fidelity is slightly lower due to lighting differences. Structural integrity is perfect. The image is very similar to the reference, with minimal beneficial variations.",aug-21-9.png,dining table,2010_002418.jpg
1,1.0,0.9,1.0,0.8,0.9,"The image clearly represents a dog, maintaining core features and distinguishability. The visual quality is high, with a natural context. The structure is intact, and the image introduces beneficial variations in pose and environment.",aug-23-0.png,dog,2010_002499.jpg
2,1.0,0.9,1.0,0.7,0.8,"The image maintains the core features of a dog and is distinguishable. The visual quality is good, and the structure is well-preserved. There is some diversity in pose and environment.",aug-23-1.png,dog,2010_002499.jpg
3,1.0,0.8,0.9,0.7,0.8,"The image represents a dog well, with good visual quality and structural integrity. There is diversity in pose and environment, though the image is slightly less clear.",aug-23-2.png,dog,2010_002499.jpg
4,1.0,0.9,1.0,0.8,0.9,"The image maintains the core features of a dog, with high visual quality and structural integrity. There is beneficial diversity in pose and environment.",aug-23-3.png,dog,2010_002499.jpg
5,1.0,0.8,0.9,0.7,0.8,"The image represents a dog well, with good visual quality and structural integrity. There is some diversity in pose and environment, though the image is slightly less clear.",aug-23-4.png,dog,2010_002499.jpg
6,1.0,0.7,0.8,0.6,0.7,"The image represents a dog, but the visual quality is lower, and the structure is slightly less intact. There is some diversity in pose and environment.",aug-23-5.png,dog,2010_002499.jpg
7,1.0,0.8,0.9,0.7,0.8,"The image maintains the core features of a dog, with good visual quality and structural integrity. There is some diversity in pose and environment.",aug-23-6.png,dog,2010_002499.jpg
8,1.0,0.8,0.9,0.7,0.8,"The image represents a dog well, with good visual quality and structural integrity. There is some diversity in pose and environment.",aug-23-7.png,dog,2010_002499.jpg
9,1.0,0.8,0.9,0.7,0.8,"The image maintains the core features of a dog, with good visual quality and structural integrity. There is some diversity in pose and environment.",aug-23-8.png,dog,2010_002499.jpg
10,1.0,0.8,0.9,0.7,0.8,"The image represents a dog well, with good visual quality and structural integrity. There is some diversity in pose and environment.",aug-23-9.png,dog,2010_002499.jpg
1,0.8,0.7,0.9,0.6,0.7,"The image maintains the core features of a dog, but the context and some visual artifacts reduce its fidelity.",aug-22-0.png,dog,2010_005419.jpg
2,0.9,0.8,0.9,0.5,0.6,"The image is clear and maintains the core features of a dog, but the context is slightly different.",aug-22-1.png,dog,2010_005419.jpg
3,0.7,0.6,0.8,0.7,0.6,"The image has some visual artifacts and the context is different, but it still maintains the core features of a dog.",aug-22-2.png,dog,2010_005419.jpg
4,0.9,0.9,0.9,0.8,0.8,"The image is clear, maintains the core features of a dog, and introduces beneficial variations in pose and context.",aug-22-3.png,dog,2010_005419.jpg
5,0.6,0.5,0.7,0.6,0.5,"The image has significant visual artifacts and the context is different, but it still maintains some core features of a dog.",aug-22-4.png,dog,2010_005419.jpg
6,0.9,0.8,0.9,0.8,0.8,"The image is clear, maintains the core features of a dog, and introduces beneficial variations in pose and context.",aug-22-5.png,dog,2010_005419.jpg
7,0.7,0.6,0.8,0.7,0.6,"The image has some visual artifacts and the context is different, but it still maintains the core features of a dog.",aug-22-6.png,dog,2010_005419.jpg
8,0.8,0.7,0.8,0.7,0.7,"The image maintains the core features of a dog, but the context and some visual artifacts reduce its fidelity.",aug-22-7.png,dog,2010_005419.jpg
9,0.9,0.8,0.9,0.8,0.8,"The image is clear, maintains the core features of a dog, and introduces beneficial variations in pose and context.",aug-22-8.png,dog,2010_005419.jpg
10,0.7,0.6,0.8,0.7,0.6,"The image has some visual artifacts and the context is different, but it still maintains the core features of a dog.",aug-22-9.png,dog,2010_005419.jpg
1,0.1,0.2,0.1,0.8,0.5,"The image is highly distorted and does not clearly represent a horse. The visual fidelity is low due to the unrealistic appearance. However, it introduces significant diversity and some beneficial variations.",aug-25-0.png,horse,2007_003189.jpg
2,0.7,0.8,0.7,0.6,0.7,"The image maintains a good representation of a horse and rider, with some minor distortions. The visual fidelity is high, and it introduces moderate diversity and beneficial variations.",aug-25-1.png,horse,2007_003189.jpg
3,0.6,0.7,0.6,0.7,0.6,"The image is somewhat distorted but still recognizable as a horse and rider. The visual fidelity is decent, and it introduces a fair amount of diversity and beneficial variations.",aug-25-2.png,horse,2007_003189.jpg
4,0.2,0.3,0.2,0.9,0.6,"The image is highly distorted and does not clearly represent a horse. The visual fidelity is low, but it introduces significant diversity and some beneficial variations.",aug-25-3.png,horse,2007_003189.jpg
5,0.8,0.9,0.8,0.5,0.7,"The image maintains a good representation of a horse and rider, with minor distortions. The visual fidelity is high, and it introduces moderate diversity and beneficial variations.",aug-25-4.png,horse,2007_003189.jpg
6,0.3,0.4,0.3,0.8,0.5,"The image is highly distorted and does not clearly represent a horse. The visual fidelity is low, but it introduces significant diversity and some beneficial variations.",aug-25-5.png,horse,2007_003189.jpg
7,0.4,0.5,0.4,0.7,0.6,"The image is somewhat distorted but still recognizable as a horse. The visual fidelity is moderate, and it introduces a fair amount of diversity and beneficial variations.",aug-25-6.png,horse,2007_003189.jpg
8,0.5,0.6,0.5,0.7,0.6,"The image is somewhat distorted but still recognizable as a horse. The visual fidelity is moderate, and it introduces a fair amount of diversity and beneficial variations.",aug-25-7.png,horse,2007_003189.jpg
9,0.6,0.7,0.6,0.6,0.7,"The image maintains a good representation of a horse and rider, with some minor distortions. The visual fidelity is decent, and it introduces moderate diversity and beneficial variations.",aug-25-8.png,horse,2007_003189.jpg
10,0.1,0.2,0.1,0.8,0.5,"The image is highly distorted and does not clearly represent a horse. The visual fidelity is low due to the unrealistic appearance. However, it introduces significant diversity and some beneficial variations.",aug-25-9.png,horse,2007_003189.jpg
1,0.8,0.6,0.7,0.5,0.4,The image maintains the core features of a horse but has some visual artifacts and slight structural distortions.,aug-24-0.png,horse,2011_003184.jpg
2,0.3,0.2,0.1,0.7,0.5,"The image is highly distorted and unrealistic, making it difficult to recognize as a horse. However, it introduces significant diversity.",aug-24-1.png,horse,2011_003184.jpg
3,0.5,0.4,0.3,0.6,0.5,The image has some recognizable features of a horse but is significantly distorted and unrealistic.,aug-24-2.png,horse,2011_003184.jpg
4,0.2,0.3,0.2,0.6,0.4,"The image is highly distorted and has visual artifacts, making it difficult to recognize as a horse.",aug-24-3.png,horse,2011_003184.jpg
5,0.1,0.1,0.1,0.8,0.6,"The image is extremely distorted and does not resemble a horse, but it introduces significant diversity.",aug-24-4.png,horse,2011_003184.jpg
6,0.3,0.3,0.2,0.7,0.5,The image has some recognizable features of a horse but is significantly distorted and unrealistic.,aug-24-5.png,horse,2011_003184.jpg
7,0.4,0.4,0.3,0.6,0.5,The image has some recognizable features of a horse but is significantly distorted and unrealistic.,aug-24-6.png,horse,2011_003184.jpg
8,0.3,0.3,0.2,0.7,0.5,The image has some recognizable features of a horse but is significantly distorted and unrealistic.,aug-24-7.png,horse,2011_003184.jpg
9,0.2,0.2,0.1,0.8,0.6,"The image is highly distorted and does not resemble a horse, but it introduces significant diversity.",aug-24-8.png,horse,2011_003184.jpg
10,0.3,0.3,0.2,0.7,0.5,The image has some recognizable features of a horse but is significantly distorted and unrealistic.,aug-24-9.png,horse,2011_003184.jpg
1,1.0,0.9,1.0,0.8,0.9,"The image clearly represents a motorcycle with a rider, maintaining core features and distinguishability. The visual quality is high, with slight artifacts. The structure is intact, and the image introduces beneficial variations in pose and context.",aug-26-0.png,motorcycle,2007_004003.jpg
2,1.0,0.9,1.0,0.7,0.8,"The image maintains the core features of a motorcycle. The visual quality is high, with minor artifacts. The structure is well-preserved, and the image introduces beneficial variations in viewpoint and context.",aug-26-1.png,motorcycle,2007_004003.jpg
3,1.0,0.9,1.0,0.7,0.8,"The image clearly represents a motorcycle, maintaining core features and distinguishability. The visual quality is high, with slight artifacts. The structure is intact, and the image introduces beneficial variations in pose and context.",aug-26-2.png,motorcycle,2007_004003.jpg
4,1.0,1.0,1.0,0.2,0.2,"The image is almost identical to the reference, maintaining core features and high visual quality. However, it lacks diversity and beneficial variations.",aug-26-3.png,motorcycle,2007_004003.jpg
5,1.0,0.8,0.9,0.9,0.9,"The image represents a motorcycle with some artistic modifications. The visual quality is good, with minor artifacts. The structure is mostly intact, and the image introduces significant diversity and beneficial variations.",aug-26-4.png,motorcycle,2007_004003.jpg
6,1.0,1.0,1.0,0.3,0.3,"The image is very similar to the reference, maintaining core features and high visual quality. However, it lacks diversity and beneficial variations.",aug-26-5.png,motorcycle,2007_004003.jpg
7,1.0,0.8,0.9,0.9,0.9,"The image represents a motorcycle with some artistic modifications. The visual quality is good, with minor artifacts. The structure is mostly intact, and the image introduces significant diversity and beneficial variations.",aug-26-6.png,motorcycle,2007_004003.jpg
8,1.0,0.8,0.9,0.9,0.9,"The image represents a motorcycle with some artistic modifications. The visual quality is good, with minor artifacts. The structure is mostly intact, and the image introduces significant diversity and beneficial variations.",aug-26-7.png,motorcycle,2007_004003.jpg
9,1.0,0.9,1.0,0.8,0.9,"The image clearly represents a motorcycle with a rider, maintaining core features and distinguishability. The visual quality is high, with slight artifacts. The structure is intact, and the image introduces beneficial variations in pose and context.",aug-26-8.png,motorcycle,2007_004003.jpg
10,1.0,0.9,1.0,0.8,0.9,"The image clearly represents a motorcycle with a rider, maintaining core features and distinguishability. The visual quality is high, with slight artifacts. The structure is intact, and the image introduces beneficial variations in pose and context.",aug-26-9.png,motorcycle,2007_004003.jpg
1,1.0,0.9,1.0,0.2,0.3,"The image maintains the core features and structure of the motorcycle class. The visual fidelity is high, but the diversity and beneficial variations are low as it is very similar to the reference image.",aug-27-0.png,motorcycle,2010_004289.jpg
2,1.0,0.9,1.0,0.2,0.3,"Similar to the first augmented image, this one maintains the core features and structure. The visual fidelity is high, but it lacks diversity and beneficial variations.",aug-27-1.png,motorcycle,2010_004289.jpg
3,1.0,0.8,1.0,0.5,0.6,"This image introduces some color variations and a different background, which increases diversity and beneficial variations while maintaining class representation and structural integrity.",aug-27-2.png,motorcycle,2010_004289.jpg
4,1.0,0.9,1.0,0.2,0.3,"This image is very similar to the reference image, maintaining high class representation and structural integrity but lacking in diversity and beneficial variations.",aug-27-3.png,motorcycle,2010_004289.jpg
5,0.7,0.5,0.7,0.8,0.7,"The image is a digital illustration, which affects visual fidelity and structural integrity. However, it introduces significant diversity and beneficial variations.",aug-27-4.png,motorcycle,2010_004289.jpg
6,1.0,0.9,1.0,0.2,0.3,"This image is very similar to the reference image, maintaining high class representation and structural integrity but lacking in diversity and beneficial variations.",aug-27-5.png,motorcycle,2010_004289.jpg
7,1.0,0.9,1.0,0.2,0.3,"This image is very similar to the reference image, maintaining high class representation and structural integrity but lacking in diversity and beneficial variations.",aug-27-6.png,motorcycle,2010_004289.jpg
8,1.0,0.9,1.0,0.2,0.3,"This image is very similar to the reference image, maintaining high class representation and structural integrity but lacking in diversity and beneficial variations.",aug-27-7.png,motorcycle,2010_004289.jpg
9,1.0,0.9,1.0,0.2,0.3,"This image is very similar to the reference image, maintaining high class representation and structural integrity but lacking in diversity and beneficial variations.",aug-27-8.png,motorcycle,2010_004289.jpg
10,1.0,0.8,1.0,0.5,0.6,"This image introduces some color variations and a different background, which increases diversity and beneficial variations while maintaining class representation and structural integrity.",aug-27-9.png,motorcycle,2010_004289.jpg
1,0.5,0.6,0.7,0.8,0.7,"The image maintains some human features but is heavily distorted with text and other elements, reducing clarity and context.",aug-28-0.png,person,2007_002611.jpg
2,0.4,0.5,0.5,0.7,0.6,"The image is distorted with a mix of human and non-human elements, making it less distinguishable as a person.",aug-28-1.png,person,2007_002611.jpg
3,0.3,0.4,0.4,0.6,0.5,"The image is heavily distorted with non-human elements, making it difficult to identify as a person.",aug-28-2.png,person,2007_002611.jpg
4,0.2,0.3,0.3,0.5,0.4,"The image lacks clear human features and is dominated by non-human elements, reducing its relevance to the class.",aug-28-3.png,person,2007_002611.jpg
5,0.1,0.2,0.2,0.4,0.3,"The image does not represent a person and is composed of non-human elements, making it irrelevant to the class.",aug-28-4.png,person,2007_002611.jpg
6,0.6,0.7,0.8,0.8,0.7,"The image maintains human features but is slightly distorted with additional elements, reducing clarity.",aug-28-5.png,person,2007_002611.jpg
7,0.7,0.8,0.9,0.9,0.8,The image maintains human features well with some beneficial variations in pose and context.,aug-28-6.png,person,2007_002611.jpg
8,0.3,0.4,0.4,0.6,0.5,"The image is heavily distorted with non-human elements, making it difficult to identify as a person.",aug-28-7.png,person,2007_002611.jpg
9,0.5,0.6,0.7,0.8,0.7,"The image maintains some human features but is heavily distorted with text and other elements, reducing clarity and context.",aug-28-8.png,person,2007_002611.jpg
10,0.4,0.5,0.5,0.7,0.6,"The image is distorted with a mix of human and non-human elements, making it less distinguishable as a person.",aug-28-9.png,person,2007_002611.jpg
1,0.8,0.6,0.7,0.7,0.7,"The image maintains the core features of a person but has a stylized, almost cartoonish appearance. The context is somewhat futuristic, which adds diversity but slightly reduces visual fidelity.",aug-29-0.png,person,2008_000284.jpg
2,0.7,0.5,0.6,0.8,0.6,"The image is highly stylized and has a surreal quality. While it maintains the core features of a person, the context and visual fidelity are compromised.",aug-29-1.png,person,2008_000284.jpg
3,0.9,0.9,0.9,0.3,0.4,"This image is very similar to the reference image, maintaining high visual fidelity and structural integrity. However, it lacks diversity and beneficial variations.",aug-29-2.png,person,2008_000284.jpg
4,0.6,0.4,0.5,0.7,0.6,"The image is highly stylized and has a futuristic context. While it maintains the core features of a person, the visual fidelity and structural integrity are compromised.",aug-29-3.png,person,2008_000284.jpg
5,0.7,0.6,0.7,0.8,0.7,"The image maintains the core features of a person but has a stylized, almost cartoonish appearance. The context is somewhat futuristic, which adds diversity but slightly reduces visual fidelity.",aug-29-4.png,person,2008_000284.jpg
6,0.7,0.5,0.6,0.8,0.6,"The image is highly stylized and has a surreal quality. While it maintains the core features of a person, the context and visual fidelity are compromised.",aug-29-5.png,person,2008_000284.jpg
7,0.7,0.5,0.6,0.8,0.6,"The image is highly stylized and has a surreal quality. While it maintains the core features of a person, the context and visual fidelity are compromised.",aug-29-6.png,person,2008_000284.jpg
8,0.7,0.5,0.6,0.8,0.6,"The image is highly stylized and has a surreal quality. While it maintains the core features of a person, the context and visual fidelity are compromised.",aug-29-7.png,person,2008_000284.jpg
9,0.9,0.8,0.8,0.4,0.5,"This image is very similar to the reference image, maintaining high visual fidelity and structural integrity. However, it lacks diversity and beneficial variations.",aug-29-8.png,person,2008_000284.jpg
10,0.9,0.8,0.8,0.4,0.5,"This image is very similar to the reference image, maintaining high visual fidelity and structural integrity. However, it lacks diversity and beneficial variations.",aug-29-9.png,person,2008_000284.jpg
1,1.0,0.9,1.0,0.1,0.2,The image is very similar to the reference with slight variations in lighting and angle. Maintains class representation and structural integrity well.,aug-31-0.png,potted plant,2009_000635.jpg
2,0.7,0.6,0.8,0.8,0.7,"The plant is different from the reference but still recognizable as a potted plant. The background is different, and the plant structure is slightly varied.",aug-31-1.png,potted plant,2009_000635.jpg
3,0.7,0.7,0.8,0.9,0.8,"The plant is different but still a potted plant. The background is plain, which affects visual fidelity slightly.",aug-31-2.png,potted plant,2009_000635.jpg
4,0.7,0.7,0.8,0.9,0.8,"Similar to the previous image, the plant is different but still a potted plant. The background is plain, which affects visual fidelity slightly.",aug-31-3.png,potted plant,2009_000635.jpg
